PAM50 mRNA,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56
Luminal_A,0.144919827,-0.745671255,-4.649708893,0.346563091,-1.543842508,0.240140258,-0.558030995,0.102910814,0.447384723,0.366167298,1.531217267,0.609819575,0.049699397,-3.25220905,-1.574649118,0.870275458,-0.642049022,1.038311511,-0.333982924,1.175540954,-2.680886469,0.158922832,0.172925836,1.133531941,1.029909708,0.116913819,0.18412824,0.464188329,-0.291973911,-2.697690074,-0.213557086,1.455601043,1.987715212,-2.17957891,-0.412399749,0.114113218,-1.260981818,1.267960784,-1.535440705,-0.13233966,-1.776292382,-1.636262337,-1.546643109,-0.308777516,-1.151758384,0.338161289,0.587414768,-0.614043013,-1.989138049,-1.700676158,-1.714679162,-0.558030995,2.615049811,0.811462839,-0.451608162,-5.005385206
Luminal_B,-0.14498207,-0.761016442,-8.643741973,0.01426491,-2.588166007,-0.480238871,-1.201040993,-0.601769461,0.194465441,0.11484195,0.374665971,-0.698155792,1.460059864,-4.251877881,-3.96271889,-0.350326861,-0.966361232,-0.693965082,-0.534718101,0.261516801,-1.196850283,-0.383852541,-0.266512661,-0.945407682,0.714113482,0.307614611,-0.312610471,0.869169752,-1.615921284,0.471052301,0.181893311,-0.1575542,1.154138033,0.408191651,1.128993773,-0.1156471,2.247913346,1.208617263,-1.720689034,2.842994168,-1.238757383,0.663824962,-0.781969992,3.429693569,2.218578376,0.973937503,1.166710163,1.330147854,-0.874165612,1.242142943,-3.241916769,-0.978933362,-0.12402852,-0.631104432,-2.261290626,-0.467666741
Basal_like,-1.066348965,1.69892745,2.967701335,0.545825259,4.970267523,1.153101648,0.065064784,-0.245802891,0.375932459,-0.437384133,1.398903996,-0.701260183,-2.158000569,-3.13036574,-0.462687316,0.957905666,1.232625937,2.176073184,0.784398126,1.033815214,-1.297692351,-1.500117814,-1.131414292,0.339785055,0.603661105,-1.077193186,-0.112057496,-0.245802891,0.086753227,0.130130111,0.372317719,1.471198804,2.074860453,-0.947062531,0.242187064,0.112056409,1.337453409,0.755480203,4.485892308,0.050605822,-2.244754339,-0.795243434,0.039761601,-2.16523005,-3.296643799,-0.328941921,-0.777169732,-0.440998874,-3.56774933,-0.744637068,-1.886895038,0.375932459,-0.263876593,-0.58920323,0.347014536,-4.659400934
Basal_like,-1.042411168,-0.108367841,-1.017412441,0.159800316,3.641441134,0.007535345,0.1961621,0.262067833,-1.094681232,-0.574253199,2.930113734,0.012080568,-0.858329636,-1.396938562,1.834714991,-0.701519443,1.284743008,1.89380289,2.28696468,1.214292052,-0.9696876,-1.310579325,-1.310579325,-0.426533451,-0.506074854,-0.101550007,-0.206090136,1.157476764,-0.203817524,2.355143025,0.050714964,2.796029656,0.125711143,0.027988849,-0.765152565,0.505237264,-0.024281216,0.396151912,2.223331558,0.982485679,-1.456026461,-0.921962758,1.623362122,-1.185585692,-1.89464048,1.746083143,-1.642380604,0.289339171,-1.94009271,1.077935362,-2.89458954,-0.506074854,-1.178767858,0.98475829,-0.92423537,-2.726416289
Luminal_A,0.745286531,-1.437622785,-2.140275998,1.466677164,-1.367357463,0.787445724,0.77339266,1.012294752,-0.978556019,1.2558812,-0.008894584,-0.411749093,1.803950706,-5.887759803,-3.212993237,0.881132819,-0.645966831,-0.47733006,0.033264609,0.548543632,0.281535411,1.644682645,1.644682645,0.422066053,-0.46796135,-0.027632003,-0.360221191,0.932660722,-1.601575201,0.759339596,0.782761369,0.267482346,2.169330377,-0.833341021,0.136320413,-0.486698769,-4.126442415,-2.655555021,-2.01379842,-2.68366115,3.134307457,-1.311145206,-2.327650188,0.656283791,-0.008894584,0.918607657,-1.090980533,-0.912975052,0.295588475,0.482962665,-4.777567726,0.38927557,2.492550855,-0.421117803,-1.217458111,-1.231511176
Luminal_B,-0.631831373,0.432707818,-5.567931516,-0.802717928,-3.707789351,-1.643143604,-0.654242725,1.819410184,0.696041196,-0.060341913,0.292636871,0.334658155,0.844516399,-2.057753605,-2.971016174,0.413097885,1.432814373,-1.309774753,0.228204236,1.261927819,0.513948966,-0.175200089,0.057317682,-0.923178941,-0.287256846,1.138665386,0.631608561,0.317849642,0.953771737,0.645615656,0.533558899,-1.304171915,-2.522789146,0.872530588,0.827707886,-0.332079548,0.315048223,-0.811122184,-1.116476847,-0.987611576,0.03490633,-0.968001644,-2.730094147,3.721573633,0.953771737,-0.90076759,1.965083968,-1.26495205,0.934161805,1.446821468,0.253417006,-0.480554751,-0.474951914,-0.623427116,1.679339238,2.494552145
HER2_enriched,-2.04674826,0.431727541,5.101138444,-1.212255147,2.544526584,0.497361831,-1.643566194,-0.687180828,0.172315824,-0.405891015,-1.577931904,-0.080845008,-1.718576811,5.63558909,-2.181142282,-0.274622435,-1.618562655,-0.762191445,0.831784164,0.184817593,-1.67794606,-4.687747064,-1.415408901,-0.230866242,-2.42805223,-0.771567772,1.056816015,1.350607598,-4.381453712,0.394222232,-0.287124205,2.363250927,1.547510468,-2.265529226,-0.634048308,-0.987223296,0.556745236,0.066050783,1.259969769,0.744271778,-5.916045917,0.831784164,-2.54681904,0.778651644,-1.799838313,-3.425068346,-0.655926405,-3.753239795,0.3254625,-0.205862703,4.204136484,0.08792888,2.935206881,-2.312410862,-1.693573272,0.128559631
Luminal_A,2.080026848,-1.441904379,1.332335396,0.067011401,-3.647763322,0.642158672,0.926349088,-0.985169782,0.503446683,0.980480596,0.554194972,1.295119985,1.711255951,-1.705795479,-1.678729725,-0.01756908,-0.298376276,-0.4607708,-0.274693742,-0.23747833,-0.305142715,0.195573732,0.42901586,0.838385388,1.217305942,0.929732307,-1.340407802,1.014312788,-1.113732113,-1.655047191,-0.914122178,1.1394919,0.760571345,0.303836748,-1.939237607,0.378267571,-2.866239678,-2.605731797,-2.196362269,-0.910738958,0.557578191,-0.491219773,-4.696561286,-1.374239994,1.508262797,0.56096141,-1.753160549,1.342485054,1.065061077,-0.386339977,-2.14561398,-1.008852316,3.680289547,-0.572417035,1.078593953,-1.973069799
HER2_enriched,-0.057306813,-0.224282425,2.004479004,0.363762121,-5.810705616,0.726752582,2.225903185,1.245828941,0.145967845,0.400061167,-0.380368323,-0.859515731,-1.429410755,2.995442961,-2.11909263,1.122412184,0.044330516,-0.514674794,-0.652611169,-0.08634605,-5.912342945,-1.676244268,-1.930337591,0.625115253,0.214936032,-1.178947337,-0.543714031,-0.071826432,-1.371332281,-0.946633442,-0.053676909,0.88283848,-1.00834182,-2.275178528,0.356502312,0.287534124,2.853876682,-0.982932488,-0.387628132,-0.380368323,-3.74165999,0.708603059,-1.400371518,0.407320977,-2.823294124,-0.017377863,-1.327773426,0.062480039,-1.273324857,-0.046417099,-2.238879482,0.084259466,-1.560087321,-1.164427718,-1.643575127,-2.460303663
Luminal_B,-1.532889333,0.887292981,-5.79182878,-2.281474253,-1.368152198,-0.28040259,-1.389955642,-0.348235527,0.279219147,-0.447562329,-0.626835093,0.201695789,-1.433562531,-3.11242774,-2.790221286,-1.065326583,0.148398481,-0.004225629,1.156202127,-0.537198711,-0.202879232,-2.569764238,0.276796542,-0.878786005,-0.496014427,-0.447562329,1.127130868,1.878138393,2.038030318,0.833995673,-1.336658334,-0.520240477,-1.578918826,1.027804067,0.809769624,-0.399110231,-0.779459203,0.567509132,-0.481478798,-0.697090636,-3.570300069,1.115017844,-1.021719695,2.854448175,0.075720333,-1.700049072,0.536015268,-0.764923573,1.892674023,0.208963604,-1.273670606,0.499676194,-1.656442184,0.959971129,-1.016874485,1.405730434
Luminal_B,-1.839474667,0.607630222,-2.373511369,-1.653575815,-5.182274025,0.600870264,0.709029596,-0.605782285,-0.426643391,-2.042273415,-0.257644435,0.719169533,1.51008465,-4.918635653,-5.023415006,0.590730327,-0.686901784,-0.257644435,-0.389463621,-2.275491974,-0.514522848,1.077447321,0.884788511,0.093873395,0.03303377,0.300052122,1.00308778,0.090493416,0.627910097,-0.835620866,-1.193898653,-0.416503454,0.482570994,1.053787467,0.583970368,-1.122919092,-1.558936399,-1.832714709,-0.538182702,1.435725109,-3.269205838,0.766489241,0.374411662,0.935488198,1.716263376,0.090493416,2.510558472,-1.001239843,1.844702583,0.560310514,-4.442058596,0.03303377,0.174992894,1.182226674,-0.47058312,0.526510723
Basal_like,-1.864063492,1.066449254,-1.406016962,-1.144979692,0.591164414,0.278412213,0.214384203,-0.615517305,-0.371718346,-0.243662327,1.327486524,-0.682007931,-2.164502614,-2.036446595,-1.260722632,-0.290452026,1.359500529,2.691775651,0.869439994,3.19661188,1.773219975,-0.273213716,-0.765736866,-1.152367539,0.197145893,-1.553773907,-0.36925573,-1.137591845,0.926080156,1.418603307,-0.477610823,-2.176815692,-2.290096017,1.977617082,1.246220204,0.074015106,3.120270792,-1.002147978,2.457827154,0.768472748,-3.624833755,-0.915956427,0.381842075,-1.58086268,-1.928091501,-0.231349248,-1.558699139,-2.437852962,-4.518763273,0.049388948,-2.551133287,2.137687106,-2.592997755,1.711654581,2.578495326,-0.92580689
Luminal_B,-2.360852234,0.887372439,-2.538927496,-1.012097014,-6.819329147,-1.091241575,1.04566156,0.610366477,0.514733467,0.396016626,0.043163793,1.546910444,1.269904482,-2.766468107,-5.051767294,-0.682328012,-0.250330619,-1.259423766,0.791739429,0.547710367,1.853595616,-1.021990085,-1.021990085,0.053056863,-0.293200589,-0.514145821,-0.177781438,2.117410818,1.062150011,0.659831828,-0.636160352,1.078638461,0.270704405,0.91705165,0.524626537,-1.124218475,0.082736073,0.521328847,1.101722291,-0.134911468,1.734878775,0.702701798,-1.378140607,-0.247032929,2.997894055,-1.124218475,0.485054256,0.165178324,3.070443235,1.365537493,-0.33277287,0.405909696,-2.918161848,1.368835183,-1.991510952,1.263309102
Luminal_B,-0.686326457,0.358134425,-0.086842992,0.481739263,-1.73387746,-0.148645412,-0.216628072,-1.372333309,0.194358014,-0.287700854,0.249980191,0.694957609,-0.905725045,-3.937133699,-3.102801042,-0.53182041,-0.56581174,-0.599803071,1.452037242,0.673326762,-0.868643593,2.997097718,3.22885679,-0.887184319,0.923626559,0.392125755,-0.250619403,0.976158615,0.99160922,-0.009589969,0.44156769,0.901995712,-0.343323032,1.195557203,0.565172529,-0.349503273,-1.622633106,1.044141276,0.574442891,0.008950757,-0.79139057,-0.040491178,-1.094222423,-0.587442587,-0.102293597,0.237619708,-0.56581174,-1.597912138,-0.735768392,0.583713254,-3.924773215,-0.738858513,0.484829384,1.282080589,-1.560830687,-1.712246613
Luminal_A,0.072645879,-0.843647216,0.965292701,0.852972902,-1.289970627,0.666758499,-0.438704784,-1.63875316,0.764299377,1.902276285,0.776122513,0.634244873,-0.397323805,-4.431969208,-3.698934732,1.331809939,-0.530334093,0.89435388,0.063778527,0.303197045,-0.128347445,0.388914786,0.714051046,1.048054658,-0.066275977,-0.805222022,-0.054452841,1.003717895,-0.063320193,-1.612151102,-0.350031258,3.146661424,2.307218717,-1.177650828,-0.456439489,-0.695858007,-1.946154714,-0.923453389,-0.725415849,0.111071073,-2.416124399,-0.979613288,-2.507753708,0.300241261,-1.041684756,-1.035773188,0.746564672,-3.660509538,-0.47121841,-0.9027629,-3.793519826,0.096292152,2.0116403,-2.404301262,-0.010116078,-0.488953115
Luminal_A,0.912078803,-0.796058425,0.933400904,-0.109012938,-2.24122307,-1.409661118,0.435885207,-0.537824087,0.286630498,0.409824861,-0.765259834,-0.165871875,1.350366441,-1.537593726,-3.394985663,-0.082952592,-1.708170537,-2.679510708,-1.246191675,-3.982528011,1.587278678,0.071040362,-0.040308389,1.660721472,0.06867124,1.551741843,-0.703662652,-0.336448685,-1.374124283,-2.459182328,-1.852687001,-1.305419734,0.29847611,-1.518640747,-0.923991033,0.575663427,-1.426244975,-2.399954268,-1.272252021,-1.10167521,4.427856398,-0.42173709,-3.267053055,-2.914053822,2.608370419,-1.419137608,0.753347604,0.341120312,2.129807701,-0.336448685,-1.040078029,-1.075614864,-1.243822552,-0.398045867,-3.2717913,-0.5709918
Luminal_B,-1.904185259,1.025992802,-5.316372165,0.625680371,-4.507577663,-0.986462205,-0.53985514,-0.594319416,-0.365569456,-1.024587198,-0.896596149,-0.049676654,-0.428203374,-2.672131554,-4.54842587,0.489519681,0.317957211,-1.217935379,-0.016998088,-0.115033785,1.420858804,-0.417310518,-0.662399761,-1.152578247,-0.50445336,-0.558917637,-0.594319416,0.130055458,1.271082045,0.157287596,-0.134096282,0.110992961,-0.923828287,-0.019721302,0.454117901,0.170903665,-2.514185153,-1.22610502,1.630546268,0.350635776,-0.142265923,0.116439389,1.194832058,0.091930464,0.990591022,-0.842131873,1.347332031,-1.294185366,1.783046241,0.593001806,-1.675435299,0.146394741,-1.620971023,0.138225099,-3.301193945,1.584251633
Luminal_A,2.085315661,0.129206607,-4.832961854,0.254006907,-2.399355998,-0.747108545,0.755921158,-0.462238294,0.932269409,2.470568762,-0.076985193,1.27411371,1.23341796,-2.304399248,-2.339668898,0.658251358,-1.148639946,0.457485658,-1.411805796,-0.779665145,-0.302168344,1.038078359,1.040791409,0.905138909,0.983817359,1.119469859,0.281137407,0.896999759,1.095052409,-2.486173599,0.441207358,-0.014585043,0.934982459,0.294702657,1.42875756,0.495468358,-0.652151795,-0.321159694,-0.877334945,-1.205613996,-0.017298093,-1.064535395,0.728790658,-0.261472594,-0.003732843,0.262146057,0.148197957,-0.977717795,-1.862172097,-0.407977294,0.449346508,-1.211040096,2.104307011,-1.647841147,-0.652151795,-0.144811443
Luminal_B,1.45581775,-0.42080779,-4.729156814,-1.206961732,-3.881012238,-0.975905735,1.26984585,-0.730760957,-0.42080779,-0.389812473,0.376617177,0.306173275,3.143653633,-1.209779488,-3.385087171,0.303355519,-0.15593872,-0.533518032,-0.69976564,1.12614029,1.565710236,1.44172897,1.543168188,-0.809658127,0.506233956,1.11205151,-0.285555499,1.963013842,-0.243289158,-2.536942595,-0.823746907,0.235729373,-1.705704556,-0.854742224,0.740107709,-0.651863787,0.308991031,0.089206058,-1.040714124,-0.34191062,3.20282651,-0.336275108,0.559771321,-0.660317055,2.5941912,1.329018727,0.227276105,0.630215223,-0.15593872,0.497780688,0.348439616,-0.863195492,-1.959302602,1.072602925,-1.302765438,0.027215425
Luminal_B,-0.494092929,1.585362605,-0.578623642,0.043522404,-5.150044587,0.547325452,-0.656391897,-0.372368702,-0.041008308,0.391788941,-1.24134443,-0.084964279,0.780630219,5.767942272,-0.247263248,0.452651054,0.476319654,-0.409562216,0.855017247,-1.481411654,0.205821373,0.740055477,0.740055477,-0.480568015,0.510131939,0.330926828,0.141578031,0.527038081,0.628474937,2.07225951,0.73329302,1.920104227,-1.356306199,0.385026484,0.702861964,0.702861964,0.66566845,-0.041008308,-1.968308559,1.000410073,-2.499161435,1.450113464,-0.947177549,0.601425108,0.036759947,0.161865402,0.865160932,-2.340243695,1.159327813,-0.352081331,5.193133425,-0.064676908,-2.269237897,0.46279474,-1.146670031,-1.599754652
Luminal_A,-0.792404649,-0.25435218,2.98793802,0.615615772,-4.122041029,-0.760960024,2.516268648,-0.813367732,0.888135854,0.304663371,0.060094067,0.416466482,1.21655749,-1.606471046,-1.092875508,0.234786427,-0.184475236,-0.310253736,-0.373142985,1.684733015,2.827221049,-1.784657253,-1.602977199,0.241774122,-0.394106068,0.821752757,-0.760960024,0.570195758,-0.306759888,-2.354154347,-0.617712289,1.639313001,0.252255663,-1.442260228,-1.204678618,0.846209687,-3.255566924,-1.309494034,-1.445754075,-1.148777063,1.758103806,0.122983317,-2.94810837,-0.397599916,1.621843765,-2.305240486,-0.781923107,-0.201944472,2.128451609,0.203341803,-2.172474292,0.196354108,2.46386094,0.860185076,-0.369649138,-4.261794917
Basal_like,0.27732364,0.26739384,0.86980172,0.697685183,4.911230407,0.843322253,-0.242335904,2.799492895,-0.639527913,-0.358183573,1.693975137,-0.771925249,-1.698706602,-2.407032351,3.339012039,-0.560089511,2.246734016,3.491268976,1.700595004,0.452750111,-0.728896115,0.317042841,0.356762042,-0.636217979,-0.285365038,-0.040429966,-0.745445782,-0.67593718,0.823462652,1.727074472,1.051848057,0.667895782,-1.837723805,1.551648001,-0.391282907,-0.404522641,1.319952663,1.369601664,1.856161874,-0.361493507,-4.677646666,-1.030100054,2.597586957,-0.258885571,-3.231205768,1.03529839,-0.149657769,0.019148835,-4.270524857,-0.010640566,-3.939531517,0.512328912,-3.525789841,0.207815039,2.670405492,-1.14263779
Luminal_A,0.81126552,-0.962684909,1.205476727,1.412956309,1.530528073,-0.112018621,-0.596137646,-1.014554804,0.482756182,1.523612087,0.679861785,0.092002968,0.07125501,-4.804515175,-2.553361707,1.112110915,-0.6687555,0.213032725,-0.333330175,-0.575389688,0.123124906,0.610701924,0.669487806,1.361086414,1.274636588,0.237238676,-0.284918273,0.548458049,-0.727541382,-2.94411492,-0.305666231,2.066516994,1.042951054,-1.685405454,-1.097546637,0.216490718,-3.227670349,-0.177720489,-0.686045465,-0.796701243,-0.080896684,0.226864697,-0.302208238,-0.198468447,1.513238107,-0.112018621,0.268360613,-0.371368099,1.212392713,-1.367270094,-3.082434642,-0.226132391,5.161420764,0.496588154,-0.616885605,-5.41312195
Basal_like,-1.272517675,0.002512641,-0.288794813,-1.066361631,0.945900625,-0.075916289,0.390175637,-0.898299639,-1.023785927,-0.438930193,2.97833032,0.078700744,-1.890985808,-2.531862205,-0.27759068,-0.414281101,2.003570764,0.040606692,0.865230868,1.299951222,0.661315651,0.136962235,0.217631991,-0.981210222,-0.557694001,-1.124623122,-0.353778783,-1.373354871,-0.037822238,1.161019975,0.966068064,0.786801939,-1.135827255,-0.407558621,-0.633882104,-0.273109027,-0.970006089,-0.474783418,2.205245155,0.54479267,-1.198570399,0.23779943,-0.615955492,-1.406967269,-4.116126588,-0.387391182,-2.702165024,1.450086602,-3.842745747,0.370008197,-3.190665216,0.979513023,-0.026618105,-0.479265071,1.553164624,0.201946205
Luminal_B,0.453335588,1.41962094,0.301235116,-0.651629606,-4.123099203,0.131240471,-1.049774959,1.245152751,-0.53531748,-0.696365039,-0.723206299,0.453335588,-0.087963151,-4.682292115,-5.152014161,-0.682944409,0.023875432,-1.188454801,0.090978581,-0.419005355,1.191470232,-0.678470866,-0.629261889,0.175975904,-0.803730078,0.216237793,-0.687417952,0.896216374,0.909637004,-0.906621574,-0.249010709,-0.606894173,-1.474761572,-1.067669132,0.793324878,-0.512949764,-2.141319523,-0.369796378,-0.61584126,-1.774488973,-0.334008032,-0.347428662,1.495671176,-3.532591488,-0.803730078,0.627803777,1.079631649,0.663592123,-1.886327555,0.60543606,-2.105531177,-0.517423307,0.569647714,0.135714014,-1.353975903,1.034896216
Luminal_B,0.63628743,0.232876391,-0.994450412,-0.112416108,-6.543061559,1.521740472,-0.929494397,0.33543852,-0.912400709,0.571331415,-0.669670339,0.379882109,0.007239709,4.567835686,-2.249127116,0.738849558,-1.16880603,-1.161968555,-0.081647469,-1.97220937,-0.447452394,0.383300846,0.472188024,0.099545624,0.055102035,0.164501639,-0.526083359,0.814061786,1.029442255,0.249970079,-0.478221032,1.234566512,1.333709903,0.612356266,0.738849558,0.068776986,0.926880127,-1.093593803,-0.40984628,0.061939511,-0.546595785,0.366207158,1.118329433,0.872180325,1.477296883,1.08072332,-0.03720388,-1.572217069,0.400394534,0.318344832,4.027675143,-0.908981972,-0.2662593,-0.279934251,-0.560270735,-4.515750154
Basal_like,-1.303612009,-0.814787654,-1.68874635,-0.318556869,-4.536518541,0.559105042,1.336780152,-0.825897298,0.540588967,-0.029706114,1.340483367,0.214706064,-2.096099979,-2.018332468,0.651685412,0.544292182,0.762781856,-0.200053995,-0.222273284,1.307154434,-4.35876423,0.307286434,0.225815708,0.518369679,1.747836996,-0.670362276,-0.088957551,-1.662823846,-0.166725062,-1.959081031,-1.607275624,-0.192647565,0.547995397,-0.285227936,0.277660716,-0.240789358,-0.470388676,-1.018464469,-1.118451269,-0.11117684,-1.048090187,-0.300040795,0.922020093,-0.140802558,-3.444070171,0.214706064,-2.236822142,2.777330714,-3.751437001,-0.022299684,-2.144241772,-0.092660766,-0.522233684,-0.344479373,5.962095454,0.873878301
Basal_like,-1.662161509,0.686286995,1.208534042,-0.624320244,1.820594275,0.979011454,0.39688895,-0.215171284,-0.128684512,-0.408103314,1.654273559,-0.807273031,-1.612265295,-5.421009682,-1.206442749,-0.102073197,3.058020399,0.267158791,-0.052176983,1.850532004,-2.177755728,0.307075763,0.300422934,-0.907065461,0.353645563,-0.903739046,0.486702136,-0.138663755,1.165290656,0.124122976,0.350319149,3.274237329,0.915809582,2.728705382,0.493354965,-1.076712591,-0.191886384,0.762794524,0.317055006,-0.082114711,-5.547413426,-0.694174945,0.676307752,-2.96611592,-4.343251445,-0.857169246,-1.289603107,2.113318734,-6.382343418,-1.359457807,-4.389821245,0.500007793,-0.4746316,0.177345605,2.878394026,-0.491263672
Luminal_B,-1.235575837,0.312739037,-3.292675031,-1.806585578,-5.375396457,-0.331477081,0.030894485,-0.627962908,0.184627877,-0.115518269,-2.875398682,-0.170423052,1.213177474,-4.562805672,-3.113319408,-0.163102414,-0.177743689,-1.535721983,-0.770715343,-2.205560333,0.250513616,-0.452267603,-0.668226415,-0.30219453,-0.507172386,1.019180575,0.26881521,-0.034991254,0.448170834,-0.609661314,-1.019617025,-1.491798157,-1.70409665,0.751977299,0.023573847,-0.196045284,0.459151791,0.931332922,-2.165296825,-0.104537312,-0.983013836,0.784920168,-0.704829604,-1.00497575,0.148024688,2.475987477,-0.97203288,1.260761619,-1.616248998,0.312739037,-2.165296825,-1.085502764,-4.182132512,1.429136286,-2.198239695,1.751244345
Luminal_A,0.148262343,-0.289916519,2.628920095,0.639446713,-4.240593679,0.006914323,0.102324237,-1.484307288,1.222507296,1.551141442,-1.880081744,-0.463067843,-0.22630991,-3.6858027,-2.986130001,0.741924028,-1.14507204,0.19773415,-0.876510802,-2.915455991,-3.367769655,-1.130937238,-1.279352659,0.381486576,-0.342922026,1.356787915,-0.456000442,1.363855316,-0.261646915,-2.268788799,-0.770499787,0.918609053,-0.106164093,-0.629151767,-0.466601544,1.077625575,0.180065648,0.063453531,-1.417166979,-0.798769391,1.710157965,0.678317419,-0.883578203,-2.138041881,1.233108397,-0.236911011,0.438025784,-1.933087252,1.971651802,0.049318729,-3.106275818,-0.180371803,1.014018966,-1.597385704,-1.039061025,-0.540809254
HER2_enriched,-0.852090079,0.787265861,0.466347896,-0.878833243,-3.611984581,0.359375241,-1.756009015,-0.573961175,0.535880122,0.557274653,0.038457275,-1.269283434,-0.287809323,2.10302952,-3.074446989,0.222985105,-2.151807839,0.573320551,-0.178162351,-1.317421129,0.113338134,-0.301180905,-0.25304321,-0.055143798,-0.833369864,-1.825541241,0.121361083,-0.483034419,-1.536715072,-1.036617909,0.180196043,2.891952851,0.362049557,0.819357658,-0.448268306,-1.566132552,3.686224816,-1.304049547,0.701687737,-0.095258544,-2.253431861,0.070549072,-0.28246069,1.089463612,-1.459159897,-3.654773644,-0.063166747,-2.515514866,2.279534401,0.46367358,3.02566867,-0.175488035,-3.622681847,0.990513906,-3.058401091,-1.780077862
Basal_like,0.971840458,0.166792635,1.400946138,-0.915465052,3.546474534,1.302213857,1.309808648,-0.657242165,0.174387426,-0.66103956,-0.854706725,0.193374403,-1.754689433,-3.383772057,1.359174788,0.595898314,1.446514882,0.709820176,-0.277502626,3.573056302,-1.055968681,-1.610388409,-1.606591013,-0.691418724,1.556639349,0.026289006,0.368054591,0.299701474,0.918676923,-0.615470816,-0.231933881,-0.380032301,0.941461295,-0.258515649,-0.053456298,1.051585762,-0.114214624,4.495823382,3.443944859,-0.85090933,-2.931882005,-0.56230728,0.037681192,2.312321032,-5.947013947,0.968043063,-1.910382645,0.497166034,-2.825554934,-1.731905061,-2.779986189,1.154115437,-0.972425983,0.565519151,-0.300286998,-0.118012019
Basal_like,-1.968427945,0.754751469,1.330469036,-0.340171512,4.565789844,0.348570363,0.352102372,-1.088957551,-0.598008214,-0.26953132,2.142831248,0.609939074,-3.049222888,-4.140613859,0.966672045,0.55342692,2.704420776,0.433338594,1.206848699,0.493382757,-3.307059589,0.564022949,0.687643286,-0.979465253,-0.333107493,-0.566220128,0.65232319,-1.350326262,0.853647738,1.259828844,-0.587412185,2.340623786,-2.759598099,1.273956882,0.171969882,-0.061142753,-0.499111945,-0.527368022,0.355634382,-0.283659358,-3.529576195,0.405082517,2.584332449,-2.148560436,-5.249664878,-0.658052378,0.55695893,0.963140036,-5.87483058,-1.254962003,-3.833329022,1.552985642,-1.081893532,1.040844247,1.443493344,-0.068206772
Luminal_A,0.394600603,-1.138534421,-1.596582169,1.181988467,-4.132879616,-0.188369258,0.542235828,-0.983328159,0.265892971,2.336571633,0.205324674,-0.544208004,0.720155201,-2.421825219,-1.903209174,0.099330154,-0.525280411,-2.012989212,-1.271027571,-1.562512502,0.046332894,0.546021346,0.599018606,1.348551285,1.113849133,0.511951679,-0.733483933,0.875361462,-0.812979823,-2.906371597,-0.438213484,2.783262826,0.648230348,-1.108250272,-0.52906593,0.837506277,-2.130340288,-1.324024831,-1.75178843,-0.82055086,3.873492176,-0.059661626,-1.024968864,-0.915188825,0.996498057,-0.612347339,1.674105882,1.776314884,1.469687879,-0.320862408,-1.35430898,-0.460926595,1.405334063,-0.313291371,-0.949258492,-0.990899196
Luminal_B,-1.581533714,0.839766874,-4.296111989,-0.936322801,-4.500233259,-0.596120684,0.485487427,1.154160555,0.262596385,-1.344565342,-0.79320329,0.743571792,0.996963714,0.992271271,-1.098212085,0.795188665,-0.797895733,-0.485848273,0.34940658,-0.959785016,0.647376711,-0.506964267,-0.246533681,-0.016603974,-0.279380782,1.433360913,1.42866847,1.039195701,2.22638378,-2.834415995,-0.197263029,-0.462386058,-0.584389576,1.630443519,0.905461076,-0.582043355,0.804573551,-0.551542475,-0.368537198,1.301972509,-1.018440554,-0.664161107,-0.105760391,1.78764036,0.975847721,0.030320456,0.830381988,-2.186858861,3.021752868,1.165891662,2.827016484,-0.579697133,1.257394301,0.166401303,-0.919899251,-4.20460935
Luminal_A,1.107444406,-1.215776806,4.160820855,1.536947487,-1.625757019,-0.204492278,-0.337247776,-0.579331331,-0.153732823,-0.879983488,1.251913624,0.744319073,-0.208396852,-2.258297921,1.025448363,-0.208396852,0.25624739,0.225010803,-0.719895976,-0.032691046,-0.567617611,-0.766750857,-0.751132563,0.326529713,0.990307202,0.307006845,-0.497335288,-0.384102658,-1.590615858,-2.13335157,-0.54419017,6.530896948,0.252342817,0.404621182,-2.102114982,0.822410543,-0.380198084,-1.184540218,0.552994974,0.033686703,2.028923743,-1.391482612,1.32610052,-1.610138726,0.443666917,0.006354689,-0.036595619,0.299197698,0.670132178,0.611563576,-0.298202042,-1.844413133,1.318291373,0.666227604,0.037591276,-5.00711764
Luminal_B,-0.760394494,-0.786024098,-8.192979813,-0.562680402,-8.566439765,-0.456500611,-0.449177867,-0.277093379,0.367308106,-0.40158003,0.436874176,-0.460161983,-0.419886891,-4.773258292,-5.293173127,-0.156268101,-0.412564146,-0.815315075,-0.277093379,-0.317368472,1.667095194,0.16227127,0.16227127,0.114673433,0.202546363,0.418567315,0.129318921,-1.269325213,-1.891758466,-0.873897028,0.132980293,-2.883990299,-0.379611798,-0.917833493,0.33801713,0.257466944,-1.243695608,0.72612257,-0.134299868,0.345339874,-1.518298514,0.652895128,-1.005706423,-0.222172798,2.040555146,-0.181897705,-0.94712447,3.15727363,-0.196543194,-0.306384356,-2.968201857,-0.273432007,-3.045090671,-0.994722307,-2.166361372,-0.599294122
